,make_model,power_kW,mileage,age,engine_size,type
7923,SEAT Arona,66.0,57078.0,3.0,999.0,Used
7924,SEAT Leon,110.0,16900.0,0.0,1498.0,Demonstration
7925,SEAT Leon,85.0,27330.0,2.0,1600.0,Used
7926,SEAT Leon,85.0,124849.0,5.0,999.0,Used
7927,SEAT Leon,110.0,23945.0,2.0,1968.0,Demonstration
7928,SEAT Leon,84.0,92209.0,5.0,999.0,Used
7929,SEAT Leon,96.0,53360.0,2.0,1498.0,Used
7930,SEAT Leon,96.0,32285.0,2.0,1498.0,Used
7931,SEAT Leon,110.0,24931.0,2.0,1498.0,Used
7932,SEAT Leon,110.0,28290.0,2.0,1968.0,Used
7933,SEAT Leon,96.0,31523.0,2.0,1498.0,Used
7934,SEAT Leon,85.0,87059.0,4.0,999.0,Used
7935,SEAT Leon,110.0,22300.0,1.0,1498.0,Used
7936,SEAT Leon,92.0,81600.0,6.0,1395.0,Used
7938,SEAT Ateca,85.0,53266.0,5.0,999.0,Used
7939,SEAT Leon,110.0,120827.0,5.0,1395.0,Used
7940,SEAT Leon,85.0,38056.0,3.0,999.0,Used
7941,SEAT Leon,96.0,1306.0,1.0,1498.0,Used
7942,SEAT Leon,110.0,39532.0,2.0,1498.0,Used
7943,SEAT Leon,110.0,28261.0,3.0,1984.0,Used
7944,SEAT Leon,110.0,79008.0,6.0,1798.0,Used
7945,SEAT Leon,96.0,57967.0,3.0,1498.0,Used
7946,SEAT Leon,96.0,9300.0,1.0,1000.0,Used
7947,SEAT Leon,92.0,80716.0,6.0,1395.0,Used
7948,SEAT Leon,81.0,62109.0,4.0,1395.0,Used
7949,SEAT Leon,85.0,77263.0,5.0,999.0,Used
7950,SEAT Leon,110.0,76606.0,6.0,1395.0,Used
7951,SEAT Leon,110.0,15295.0,2.0,1498.0,Used
7952,SEAT Leon,110.0,27353.0,1.0,1395.0,Used
7953,SEAT Leon,96.0,5000.0,0.0,1498.0,Used
7955,SEAT Leon,110.0,12644.0,0.0,1968.0,Used
7956,SEAT Ibiza,51.0,67511.0,10.0,1198.0,Used
7957,SEAT Leon,92.0,55440.0,6.0,1395.0,Used
7958,SEAT Arona,66.0,50500.0,2.0,999.0,Used
7959,SEAT Leon,213.0,61200.0,6.0,1984.0,Used
7960,SEAT Ibiza,55.0,50750.0,6.0,999.0,Used
7961,SEAT Leon,110.0,14292.0,2.0,1498.0,Used
7963,SEAT Arona,66.0,12000.0,2.0,999.0,Used
7964,SEAT Ibiza,51.0,59990.0,10.0,1198.0,Used
7965,SEAT Leon,221.0,33415.0,3.0,1984.0,Used
7967,SEAT Leon,221.0,42400.0,4.0,2000.0,Used
7968,SEAT Leon,213.0,117925.0,6.0,1984.0,Used
7969,SEAT Leon,213.0,30000.0,3.0,1984.0,Used
7970,SEAT Leon,221.0,46816.0,4.0,2000.0,Used
7971,SEAT Leon,221.0,13910.0,3.0,2000.0,Used
7972,SEAT Leon,85.0,163000.0,5.0,1598.0,Used
7973,SEAT Leon,135.0,151000.0,8.0,2000.0,Used
7975,SEAT Leon,110.0,159700.0,8.0,1395.0,Used
7976,SEAT Leon,221.0,46816.0,4.0,2000.0,Used
7977,SEAT Leon,221.0,63164.0,5.0,1984.0,Used
7978,SEAT Leon,77.0,169600.0,8.0,1600.0,Used
7979,SEAT Leon,81.0,71940.0,4.0,1395.0,Used
7980,SEAT Leon,110.0,145000.0,6.0,1395.0,Used
7981,SEAT Leon,213.0,19995.0,2.0,2000.0,Used
7982,SEAT Leon,213.0,19995.0,2.0,2000.0,Used
7983,SEAT Leon,213.0,56000.0,7.0,2000.0,Used
7984,SEAT Leon,110.0,137580.0,4.0,2000.0,Used
7985,SEAT Leon,206.0,110000.0,7.0,1984.0,Used
7986,SEAT Leon,221.0,35000.0,2.0,1984.0,Used
7987,SEAT Leon,213.0,37100.0,3.0,1984.0,Used
7988,SEAT Leon,221.0,7000.0,3.0,1984.0,Used
7989,SEAT Leon,213.0,19995.0,2.0,2000.0,Used
7990,SEAT Leon,221.0,46816.0,4.0,2000.0,Used
7991,SEAT Leon,110.0,293129.0,8.0,1968.0,Used
7992,SEAT Leon,221.0,30145.0,2.0,1984.0,Used
7993,SEAT Leon,221.0,30145.0,2.0,1984.0,Used
7994,SEAT Leon,221.0,122100.0,5.0,2000.0,Used
7995,SEAT Leon,213.0,67381.0,3.0,2000.0,Used
7996,SEAT Leon,110.0,156000.0,8.0,1395.0,Used
7997,SEAT Leon,81.0,99382.0,6.0,1197.0,Used
7998,SEAT Leon,195.0,83634.0,7.0,1984.0,Used
7999,SEAT Leon,228.0,19800.0,4.0,1984.0,Used
8000,SEAT Leon,135.0,131710.0,7.0,1968.0,Used
8001,SEAT Leon,221.0,70800.0,4.0,1984.0,Used
8002,SEAT Leon,110.0,91624.0,5.0,1968.0,Used
8004,SEAT Leon,206.0,40796.0,7.0,1984.0,Used
8005,SEAT Leon,221.0,51556.0,5.0,1984.0,Used
8006,SEAT Leon,125.0,117800.0,13.0,1968.0,Used
8007,SEAT Leon,140.0,16536.0,3.0,1984.0,Used
8008,SEAT Leon,110.0,76330.0,7.0,1968.0,Used
8009,SEAT Leon,195.0,119000.0,10.0,1984.0,Used
8010,SEAT Leon,110.0,12999.0,2.0,1498.0,Used
8011,SEAT Leon,110.0,33603.0,3.0,1500.0,Used
8012,SEAT Leon,135.0,75300.0,6.0,1968.0,Used
8013,SEAT Leon,132.0,83029.0,8.0,1798.0,Used
8014,SEAT Leon,110.0,30900.0,2.0,1498.0,Used
8015,SEAT Leon,110.0,89556.0,8.0,1395.0,Used
8016,SEAT Leon,96.0,30488.0,2.0,1498.0,Used
8017,SEAT Leon,110.0,67654.0,1.0,1968.0,Used
8018,SEAT Ibiza,59.0,70573.0,4.0,1598.0,Used
8019,SEAT Leon,110.0,18035.0,2.0,1968.0,Used
8020,SEAT Leon,110.0,69662.0,5.0,1395.0,Used
8021,SEAT Leon,110.0,68000.0,6.0,1968.0,Used
8022,SEAT Ibiza,55.0,71878.0,5.0,999.0,Used
8023,SEAT Ibiza,55.0,83771.0,5.0,999.0,Used
8024,SEAT Leon,85.0,57982.0,4.0,999.0,Used
8025,SEAT Leon,132.0,63622.0,5.0,1798.0,Used
8026,SEAT Leon,110.0,87200.0,4.0,1395.0,Used
8027,SEAT Leon,81.0,92000.0,6.0,1598.0,Used
8028,SEAT Leon,110.0,38790.0,2.0,1968.0,Used
8029,SEAT Leon,180.0,8000.0,0.0,1395.0,Pre-registered
8030,SEAT Leon,110.0,66700.0,5.0,1395.0,Used
8031,SEAT Ibiza,110.0,34531.0,4.0,1498.0,Used
8032,SEAT Leon,110.0,21631.0,2.0,1498.0,Used
8033,SEAT Leon,110.0,7900.0,0.0,1968.0,Used
8034,SEAT Leon,110.0,39647.0,4.0,1968.0,Used
8035,SEAT Leon,110.0,32815.0,1.0,1498.0,Used
8036,SEAT Leon,110.0,52500.0,3.0,1968.0,Used
8037,SEAT Leon,110.0,71774.0,6.0,1395.0,Used
8038,SEAT Leon,135.0,40471.0,6.0,1968.0,Used
8039,SEAT Leon,96.0,19400.0,3.0,1498.0,Used
8040,SEAT Ibiza,66.0,123265.0,6.0,1400.0,Used
8041,SEAT Leon,132.0,58450.0,5.0,1798.0,Used
8042,SEAT Leon,110.0,61905.0,6.0,1968.0,Used
8043,SEAT Leon,96.0,66463.0,3.0,1498.0,Used
8044,SEAT Leon,96.0,37947.0,1.0,1498.0,Used
8045,SEAT Leon,135.0,29750.0,2.0,1968.0,Used
8046,SEAT Ibiza,85.0,58798.0,4.0,1000.0,Used
8047,SEAT Leon,110.0,11800.0,1.0,1498.0,Demonstration
8048,SEAT Leon,140.0,41469.0,2.0,1984.0,Used
8049,SEAT Leon,140.0,54590.0,3.0,1984.0,Used
8050,SEAT Leon,81.0,105.0,1.0,999.0,Used
8051,SEAT Ibiza,70.0,38640.0,3.0,1598.0,Used
8052,SEAT Ibiza,85.0,29500.0,4.0,999.0,Used
8053,SEAT Leon,110.0,88503.0,5.0,1968.0,Used
8054,SEAT Leon,110.0,52631.0,5.0,1395.0,Used
8055,SEAT Leon,110.0,9750.0,1.0,1968.0,Used
8056,SEAT Leon,140.0,54800.0,4.0,1984.0,Used
8057,SEAT Leon,150.0,2990.0,1.0,1498.0,Demonstration
8058,SEAT Ibiza,81.0,89764.0,5.0,999.0,Used
8059,SEAT Leon,92.0,77525.0,4.0,1395.0,Used
8060,SEAT Arona,66.0,6905.0,1.0,999.0,Employee's car
8061,SEAT Ibiza,85.0,43500.0,2.0,999.0,Used
8062,SEAT Leon,110.0,45986.0,5.0,1395.0,Used
8063,SEAT Leon,110.0,75914.0,4.0,1498.0,Used
8064,SEAT Ibiza,55.0,43281.0,4.0,999.0,Used
8065,SEAT Leon,110.0,52372.0,3.0,1498.0,Used
8066,SEAT Leon,110.0,5000.0,0.0,1968.0,Used
8067,SEAT Leon,110.0,5900.0,1.0,1968.0,Used
8068,SEAT Leon,110.0,12186.0,1.0,1968.0,Used
8069,SEAT Leon,96.0,28500.0,3.0,1498.0,Used
8070,SEAT Leon,110.0,48920.0,4.0,1498.0,Used
8071,SEAT Leon,96.0,28938.0,3.0,1498.0,Used
8072,SEAT Leon,96.0,20056.0,1.0,1498.0,Used
8073,SEAT Ibiza,55.0,31000.0,4.0,999.0,Used
8074,SEAT Ibiza,81.0,10946.0,1.0,999.0,Used
8075,SEAT Leon,110.0,5.0,0.0,1498.0,Demonstration
8076,SEAT Leon,96.0,11601.0,0.0,1498.0,Used
8077,SEAT Leon,81.0,114048.0,4.0,1395.0,Used
8078,SEAT Leon,140.0,42358.0,3.0,1984.0,Used
8079,SEAT Ibiza,70.0,12750.0,2.0,999.0,Used
8080,SEAT Leon,110.0,100.0,0.0,1498.0,Pre-registered
8081,SEAT Leon,110.0,4237.0,0.0,1968.0,Employee's car
8082,SEAT Leon,96.0,23190.0,3.0,1498.0,Used
8084,SEAT Ibiza,66.0,17534.0,1.0,999.0,Used
8085,SEAT Ibiza,70.0,12100.0,2.0,1598.0,Used
8086,SEAT Ibiza,81.0,10.0,0.0,999.0,Pre-registered
8087,SEAT Leon,96.0,23632.0,3.0,1498.0,Used
8088,SEAT Ibiza,110.0,51953.0,4.0,1498.0,Used
8089,SEAT Leon,110.0,22400.0,2.0,1498.0,Used
8090,SEAT Leon,110.0,54000.0,4.0,1395.0,Used
8091,SEAT Leon,85.0,64719.0,5.0,1598.0,Used
8092,SEAT Leon,110.0,42917.0,4.0,1395.0,Used
8093,SEAT Ibiza,70.0,27474.0,3.0,999.0,Used
8094,SEAT Leon,96.0,27500.0,3.0,1498.0,Used
8095,SEAT Leon,63.0,52623.0,3.0,999.0,Used
8096,SEAT Leon,110.0,10845.0,1.0,1498.0,Employee's car
8097,SEAT Leon,96.0,39066.0,2.0,1498.0,Used
8098,SEAT Leon,96.0,45000.0,3.0,1498.0,Used
8099,SEAT Leon,96.0,49334.0,3.0,1498.0,Used
8100,SEAT Ibiza,81.0,15.0,0.0,999.0,Used
8101,SEAT Leon,92.0,63368.0,6.0,1395.0,Used
8102,SEAT Ibiza,59.0,27305.0,3.0,999.0,Used
8103,SEAT Leon,110.0,1.0,0.0,1498.0,Demonstration
8105,SEAT Leon,110.0,18750.0,2.0,1498.0,Used
8106,SEAT Leon,96.0,13485.0,2.0,1498.0,Used
8107,SEAT Ibiza,85.0,96874.0,3.0,999.0,Used
8108,SEAT Ibiza,81.0,17693.0,5.0,999.0,Used
8109,SEAT Ibiza,81.0,9189.0,1.0,999.0,Used
8110,SEAT Ibiza,81.0,2023.0,1.0,999.0,Used
8111,SEAT Leon,110.0,21753.0,3.0,1498.0,Used
8112,SEAT Ibiza,66.0,23100.0,3.0,999.0,Used
8113,SEAT Ibiza,110.0,4999.0,1.0,1498.0,Employee's car
8114,SEAT Leon,85.0,64772.0,3.0,999.0,Used
8115,SEAT Leon,110.0,8.0,1.0,1498.0,Pre-registered
8116,SEAT Leon,110.0,19082.0,2.0,1498.0,Used
8117,SEAT Ibiza,70.0,5.0,1.0,999.0,Pre-registered
8118,SEAT Leon,110.0,32300.0,2.0,1498.0,Used
8119,SEAT Leon,96.0,52051.0,2.0,1498.0,Used
8120,SEAT Leon,96.0,50300.0,2.0,1498.0,Used
8121,SEAT Ibiza,110.0,23337.0,4.0,1498.0,Used
8122,SEAT Ibiza,70.0,19475.0,3.0,999.0,Used
8123,SEAT Ibiza,66.0,105.0,1.0,999.0,Used
8124,SEAT Leon,81.0,26600.0,7.0,1197.0,Used
8125,SEAT Ibiza,85.0,31066.0,2.0,999.0,Used
8126,SEAT Ibiza,110.0,8337.0,1.0,1498.0,Employee's car
8127,SEAT Ibiza,70.0,10.0,0.0,999.0,Pre-registered
8128,SEAT Ibiza,81.0,2900.0,1.0,999.0,Demonstration
8129,SEAT Ibiza,85.0,33000.0,3.0,999.0,Used
8130,SEAT Ibiza,66.0,9694.0,1.0,1000.0,Employee's car
8131,SEAT Leon,85.0,55547.0,4.0,1598.0,Used
8132,SEAT Leon,92.0,44849.0,4.0,1395.0,Used
8133,SEAT Leon,110.0,3990.0,0.0,1498.0,Demonstration
8134,SEAT Leon,110.0,2309.0,0.0,1498.0,Demonstration
8135,SEAT Ibiza,81.0,15300.0,1.0,999.0,Used
8136,SEAT Leon,110.0,5.0,1.0,1498.0,Pre-registered
8137,SEAT Leon,96.0,45195.0,3.0,1496.0,Used
8138,SEAT Leon,110.0,26200.0,1.0,1968.0,Used
8139,SEAT Ibiza,70.0,36166.0,3.0,999.0,Used
8140,SEAT Ibiza,59.0,44025.0,3.0,999.0,Used
8141,SEAT Ibiza,70.0,2500.0,0.0,999.0,Pre-registered
8142,SEAT Ibiza,85.0,9400.0,3.0,999.0,Used
8143,SEAT Leon,110.0,975.0,0.0,1498.0,Used
8144,SEAT Ibiza,70.0,25207.0,2.0,999.0,Used
8145,SEAT Ibiza,81.0,15.0,0.0,999.0,Used
8146,SEAT Ibiza,66.0,62400.0,4.0,999.0,Used
8147,SEAT Ibiza,81.0,16130.0,1.0,999.0,Used
8148,SEAT Ibiza,66.0,7751.0,1.0,999.0,Used
8149,SEAT Ibiza,66.0,5906.0,2.0,999.0,Used
8150,SEAT Ibiza,66.0,15722.0,1.0,999.0,Employee's car
8151,SEAT Ibiza,59.0,6793.0,3.0,999.0,Used
8152,SEAT Ibiza,66.0,4111.0,1.0,999.0,Used
8153,SEAT Ibiza,110.0,8.0,0.0,1498.0,Used
8154,SEAT Ibiza,81.0,5.0,0.0,999.0,Demonstration
8155,SEAT Ibiza,66.0,42711.0,3.0,999.0,Used
8156,SEAT Ibiza,66.0,15000.0,2.0,999.0,Used
8157,SEAT Ibiza,66.0,20000.0,2.0,999.0,Used
8158,SEAT Leon,96.0,2500.0,0.0,1498.0,Used
8159,SEAT Leon,110.0,14250.0,2.0,1498.0,Used
8160,SEAT Ibiza,59.0,52418.0,2.0,999.0,Used
8161,SEAT Ibiza,59.0,19809.0,2.0,999.0,Used
8162,SEAT Ibiza,59.0,12985.0,2.0,999.0,Used
8163,SEAT Leon,66.0,78500.0,7.0,1598.0,Used
8164,SEAT Leon,265.0,87200.0,7.0,1984.0,Used
8165,SEAT Leon,132.0,119550.0,4.0,1798.0,Used
8166,SEAT Leon,85.0,189000.0,5.0,1598.0,Used
8167,SEAT Ateca,221.0,16062.0,3.0,1984.0,Used
8168,SEAT Leon,213.0,66500.0,6.0,1984.0,Used
8169,SEAT Leon,213.0,35620.0,6.0,1984.0,Used
8170,SEAT Leon,213.0,97400.0,3.0,1984.0,Used
8171,SEAT Leon,221.0,56800.0,5.0,1984.0,Used
8172,SEAT Leon,221.0,58188.0,4.0,2000.0,Used
8173,SEAT Leon,221.0,59500.0,4.0,1984.0,Used
8174,SEAT Leon,135.0,73000.0,7.0,1968.0,Used
8175,SEAT Leon,96.0,23669.0,2.0,1498.0,Used
8176,SEAT Leon,110.0,33950.0,2.0,1498.0,Used
8177,SEAT Leon,206.0,83777.0,7.0,1984.0,Used
8178,SEAT Leon,135.0,82500.0,5.0,1968.0,Used
8179,SEAT Ibiza,66.0,100.0,0.0,999.0,Demonstration
8180,SEAT Leon,221.0,58188.0,4.0,2000.0,Used
8181,SEAT Leon,206.0,79500.0,8.0,1984.0,Used
8182,SEAT Leon,206.0,82853.0,8.0,2000.0,Used
8183,SEAT Leon,66.0,123000.0,4.0,1598.0,Used
8184,SEAT Leon,110.0,22878.0,2.0,1498.0,Used
8185,SEAT Leon,221.0,75450.0,4.0,1984.0,Used
8186,SEAT Leon,96.0,7000.0,0.0,1498.0,Demonstration
8187,SEAT Leon,132.0,149500.0,6.0,1798.0,Used
8188,SEAT Leon,221.0,61135.0,4.0,1984.0,Used
8189,SEAT Leon,221.0,73390.0,4.0,1984.0,Used
8191,SEAT Leon,110.0,64452.0,5.0,1395.0,Used
8192,SEAT Leon,110.0,23285.0,2.0,1968.0,Used
8193,SEAT Leon,132.0,55246.0,5.0,1798.0,Used
8194,SEAT Leon,96.0,54269.0,2.0,1498.0,Used
8195,SEAT Leon,213.0,15000.0,3.0,1984.0,Used
8196,SEAT Leon,96.0,3902.0,1.0,1498.0,Used
8197,SEAT Leon,96.0,122099.0,3.0,1498.0,Used
8198,SEAT Leon,96.0,31000.0,3.0,1498.0,Used
8199,SEAT Leon,140.0,2500.0,0.0,1984.0,Demonstration
8200,SEAT Leon,110.0,9000.0,1.0,1968.0,Used
8201,SEAT Ibiza,70.0,100000.0,3.0,1598.0,Used
8202,SEAT Leon,96.0,31656.0,3.0,1498.0,Used
8203,SEAT Leon,110.0,48513.0,1.0,1498.0,Used
8204,SEAT Leon,110.0,4900.0,0.0,1498.0,Demonstration
8205,SEAT Leon,96.0,15600.0,2.0,1498.0,Used
8206,SEAT Leon,110.0,68800.0,2.0,1968.0,Used
8207,SEAT Leon,110.0,21700.0,2.0,1498.0,Used
8208,SEAT Leon,110.0,134350.0,6.0,1968.0,Used
8209,SEAT Ibiza,55.0,78256.0,7.0,1199.0,Used
8210,SEAT Leon,96.0,31656.0,3.0,1498.0,Used
8211,SEAT Ibiza,85.0,88042.0,5.0,999.0,Used
8212,SEAT Ibiza,85.0,62505.0,5.0,999.0,Used
8213,SEAT Ibiza,66.0,10000.0,0.0,999.0,Demonstration
8214,SEAT Leon,110.0,32900.0,2.0,1498.0,Used
8215,SEAT Leon,92.0,98371.0,4.0,1395.0,Used
8216,SEAT Leon,96.0,21600.0,3.0,1498.0,Used
8217,SEAT Leon,110.0,18985.0,1.0,1968.0,Used
8218,SEAT Leon,110.0,62357.0,6.0,1968.0,Used
8219,SEAT Leon,92.0,72974.0,10.0,1390.0,Used
8220,SEAT Leon,96.0,23657.0,4.0,1197.0,Pre-registered
8221,SEAT Leon,77.0,73368.0,8.0,1598.0,Used
8222,SEAT Arona,81.0,25.0,0.0,999.0,Used
8223,SEAT Leon,110.0,6400.0,1.0,1498.0,Used
8224,SEAT Ibiza,63.0,81797.0,8.0,1390.0,Used
8225,SEAT Ibiza,66.0,36000.0,2.0,999.0,Used
8226,SEAT Leon,96.0,21800.0,2.0,1498.0,Used
8227,SEAT Leon,110.0,4900.0,1.0,1498.0,Demonstration
8228,SEAT Leon,92.0,34872.0,6.0,1395.0,Used
8229,SEAT Leon,110.0,2500.0,0.0,1498.0,Demonstration
8230,SEAT Leon,81.0,116735.0,5.0,1395.0,Used
8231,SEAT Leon,92.0,50765.0,6.0,1395.0,Used
8232,SEAT Leon,110.0,20000.0,4.0,1498.0,Demonstration
8233,SEAT Leon,110.0,100.0,0.0,1498.0,Used
8234,SEAT Ibiza,66.0,57400.0,5.0,1197.0,Used
8235,SEAT Leon,96.0,7439.0,1.0,1498.0,Used
8236,SEAT Leon,110.0,5200.0,0.0,1498.0,Used
8237,SEAT Ibiza,81.0,24699.0,1.0,999.0,Used
8238,SEAT Leon,110.0,20461.0,1.0,1968.0,Used
8239,SEAT Leon,96.0,114000.0,2.0,1498.0,Used
8240,SEAT Ibiza,81.0,52100.0,6.0,999.0,Used
8241,SEAT Ibiza,59.0,30500.0,3.0,999.0,Used
8242,SEAT Ibiza,59.0,51587.0,2.0,999.0,Used
8243,SEAT Leon,96.0,25000.0,1.0,1498.0,Demonstration
8244,SEAT Leon,96.0,21331.0,3.0,1498.0,Used
8245,SEAT Leon,81.0,116735.0,5.0,1395.0,Used
8246,SEAT Ibiza,70.0,64990.0,4.0,1598.0,Used
8247,SEAT Leon,110.0,59411.0,6.0,1395.0,Used
8249,SEAT Leon,81.0,116735.0,5.0,1395.0,Used
8250,SEAT Ibiza,85.0,36392.0,2.0,999.0,Used
8251,SEAT Leon,110.0,36334.0,2.0,1498.0,Used
8252,SEAT Ibiza,81.0,18500.0,1.0,999.0,Used
8253,SEAT Leon,110.0,68619.0,3.0,1968.0,Used
8254,SEAT Arona,70.0,396.0,0.0,999.0,Demonstration
8255,SEAT Leon,110.0,51000.0,3.0,1498.0,Used
8256,SEAT Leon,96.0,10000.0,0.0,1498.0,Demonstration
8257,SEAT Leon,96.0,33449.0,2.0,1498.0,Used
8258,SEAT Leon,110.0,5000.0,0.0,1498.0,Demonstration
8259,SEAT Ibiza,110.0,69978.0,4.0,1498.0,Used
8260,SEAT Ibiza,59.0,201.0,0.0,999.0,Used
8261,SEAT Leon,96.0,1600.0,1.0,1498.0,Used
8262,SEAT Leon,110.0,10.0,0.0,1498.0,Pre-registered
8263,SEAT Leon,96.0,27600.0,3.0,1498.0,Used
8264,SEAT Leon,110.0,14341.0,1.0,1968.0,Used
8265,SEAT Leon,110.0,100.0,0.0,1498.0,Pre-registered
8266,SEAT Leon,103.0,74200.0,8.0,1395.0,Used
8267,SEAT Leon,81.0,2500.0,0.0,999.0,Pre-registered
8268,SEAT Leon,110.0,17482.0,1.0,1498.0,Used
8269,SEAT Leon,110.0,20154.0,1.0,1968.0,Used
8270,SEAT Leon,96.0,49500.0,2.0,1498.0,Used
8271,SEAT Leon,96.0,5442.0,1.0,1498.0,Used
8272,SEAT Leon,81.0,13.0,0.0,999.0,Pre-registered
8273,SEAT Leon,110.0,35360.0,2.0,1968.0,Used
8274,SEAT Arona,85.0,30978.0,2.0,999.0,Used
8275,SEAT Leon,110.0,19649.0,2.0,1498.0,Used
8276,SEAT Ibiza,59.0,16800.0,3.0,999.0,Used
8277,SEAT Leon,110.0,38372.0,2.0,1498.0,Used
8278,SEAT Leon,96.0,37491.0,3.0,1498.0,Used
8279,SEAT Leon,115.0,19456.0,2.0,1395.0,Used
8280,SEAT Leon,110.0,57980.0,3.0,1498.0,Used
8281,SEAT Leon,92.0,70565.0,6.0,1395.0,Used
8282,SEAT Ibiza,70.0,68750.0,5.0,999.0,Used
8283,SEAT Leon,110.0,10000.0,1.0,1498.0,Used
8284,SEAT Leon,96.0,67598.0,3.0,1498.0,Used
8285,SEAT Leon,110.0,40.0,0.0,1498.0,Demonstration
8286,SEAT Leon,78.0,49950.0,7.0,1598.0,Used
8288,SEAT Leon,110.0,11793.0,1.0,1968.0,Used
8289,SEAT Leon,110.0,1837.0,0.0,1498.0,Demonstration
8290,SEAT Ibiza,55.0,53700.0,4.0,999.0,Used
8291,SEAT Ibiza,66.0,29.0,1.0,999.0,Employee's car
8292,SEAT Ibiza,81.0,201.0,0.0,999.0,Used
8293,SEAT Ibiza,59.0,34571.0,3.0,999.0,Used
8294,SEAT Ibiza,59.0,15477.0,3.0,999.0,Used
8296,SEAT Leon,110.0,16694.0,1.0,1968.0,Used
8297,SEAT Ibiza,59.0,14795.0,3.0,999.0,Used
8298,SEAT Leon,110.0,100.0,0.0,1498.0,Pre-registered
8299,SEAT Leon,110.0,7500.0,0.0,1498.0,Used
8300,SEAT Ibiza,70.0,7518.0,1.0,999.0,Used
8301,SEAT Leon,110.0,7776.0,2.0,1500.0,Used
8302,SEAT Ibiza,70.0,11400.0,2.0,999.0,Used
8303,SEAT Ibiza,81.0,200.0,0.0,999.0,Demonstration
8305,SEAT Leon,96.0,25071.0,3.0,1498.0,Used
8306,SEAT Ibiza,70.0,12527.0,1.0,999.0,Used
8307,SEAT Ibiza,70.0,1000.0,0.0,999.0,Demonstration
8308,SEAT Ibiza,59.0,29990.0,3.0,999.0,Used
8309,SEAT Leon,96.0,19911.0,1.0,1498.0,Used
8310,SEAT Ibiza,59.0,5500.0,0.0,999.0,Demonstration
8312,SEAT Leon,96.0,67598.0,3.0,1498.0,Used
8313,SEAT Leon,81.0,3084.0,1.0,999.0,Used
8314,SEAT Ibiza,81.0,8102.0,0.0,999.0,Used
8315,SEAT Leon,81.0,100.0,0.0,999.0,Demonstration
8316,SEAT Leon,110.0,42918.0,4.0,1498.0,Used
8317,SEAT Leon,110.0,23650.0,1.0,1968.0,Used
8319,SEAT Ibiza,66.0,70.0,1.0,999.0,Employee's car
8320,SEAT Leon,96.0,9999.0,1.0,1500.0,Used
8321,SEAT Ibiza,70.0,44291.0,2.0,999.0,Used
8322,SEAT Arona,81.0,3553.0,1.0,999.0,Employee's car
8323,SEAT Ibiza,81.0,7350.0,1.0,999.0,Used
8324,SEAT Ibiza,70.0,22900.0,3.0,999.0,Used
8325,SEAT Leon,110.0,9900.0,2.0,1498.0,Demonstration
8326,SEAT Ibiza,85.0,29988.0,4.0,999.0,Used
8327,SEAT Ibiza,85.0,6908.0,2.0,999.0,Used
8328,SEAT Leon,110.0,18828.0,1.0,1968.0,Used
8329,SEAT Leon,96.0,32250.0,2.0,1498.0,Used
8330,SEAT Ibiza,70.0,39030.0,4.0,999.0,Used
8332,SEAT Ibiza,70.0,37648.0,3.0,1600.0,Used
8333,SEAT Ibiza,81.0,20.0,0.0,999.0,Pre-registered
8334,SEAT Ibiza,70.0,45000.0,4.0,999.0,Used
8335,SEAT Ibiza,70.0,44372.0,4.0,999.0,Used
8336,SEAT Ibiza,81.0,20.0,0.0,999.0,Pre-registered
8337,SEAT Leon,96.0,17800.0,1.0,1500.0,Used
8338,SEAT Ibiza,81.0,2514.0,1.0,999.0,Used
8339,SEAT Leon,110.0,100.0,0.0,1498.0,Used
8340,SEAT Ibiza,77.0,58207.0,5.0,999.0,Used
8341,SEAT Leon,85.0,27288.0,3.0,999.0,Used
8342,SEAT Ibiza,85.0,29980.0,2.0,999.0,Used
8343,SEAT Ibiza,66.0,5.0,0.0,999.0,Pre-registered
8344,SEAT Ibiza,70.0,28358.0,3.0,999.0,Used
8345,SEAT Ibiza,70.0,2500.0,0.0,999.0,Used
8346,SEAT Ibiza,85.0,26643.0,2.0,999.0,Used
8347,SEAT Leon,96.0,45735.0,2.0,1498.0,Used
8348,SEAT Ibiza,66.0,70.0,1.0,999.0,Employee's car
8349,SEAT Ibiza,63.0,74274.0,8.0,1197.0,Used
8350,SEAT Ibiza,66.0,119104.0,2.0,999.0,Used
8351,SEAT Ibiza,59.0,21357.0,3.0,999.0,Used
8352,SEAT Ibiza,55.0,162000.0,7.0,1422.0,Used
8353,SEAT Ibiza,70.0,9908.0,0.0,999.0,Used
8354,Skoda Octavia,180.0,8.0,0.0,1984.0,Pre-registered
8355,Skoda Scala,81.0,31500.0,1.0,999.0,Used
8356,Skoda Scala,85.0,20900.0,2.0,1600.0,Used
8357,Skoda Octavia,110.0,77700.0,4.0,1968.0,Used
8358,Skoda Octavia,110.0,36385.0,7.0,1395.0,Used
8359,Skoda Fabia,66.0,98000.0,6.0,999.0,Used
8360,Skoda Fabia,77.0,67900.0,6.0,1422.0,Used
8361,Skoda Fabia,66.0,55028.0,5.0,1422.0,Used
8362,Skoda Scala,81.0,5000.0,0.0,999.0,Pre-registered
8363,Skoda Octavia,110.0,28842.0,3.0,1500.0,Used
8364,Skoda Superb,92.0,123768.0,10.0,1390.0,Used
8365,Skoda Scala,70.0,17449.0,2.0,999.0,Used
